"yearOfStart","CurrentState","sizeOfsite"
2013,"In",330.55
2012,"In",211.35
2009,"In",174.9
2009,"In",255.18
2008,"Out",145.68
NA,NA,NA
2009,"In",77.39
NA,NA,NA
2008,"In",152.75
2009,"Out",168.14
2011,"In",238
2010,"In",192
2011,"In",42.44
2013,"In",569.21
2010,"In",220.03
2011,"In",318
2011,"In",146.02
2011,"In",254.5
2013,"In",16.5
2009,"In",180.21
2013,"In",458.15
2011,"In",275.24
2009,"Out",13.2
2013,"In",237.06
2014,"In",207.22
2011,"In",396
2008,"In",266.5
2007,"Out",202.71
2014,"In",244.99
2009,"In",75.9
2011,"In",257.88
2011,"In",304.2
2014,"In",131.88
2013,"In",123.72
2013,"In",99.3
2003,"In",89.26
2003,"Out",130.48
2008,"In",376.32
2011,"In",206
2011,"In",7.95
2011,"In",16.6
2012,"In",143.9
2010,"In",134.2
2010,"Out",129.66
2013,"In",318.2
2013,"In",351.78
2011,"In",194.62
2013,"In",118.4
2014,"In",204.92
2014,"In",54.45
2014,"In",49
2014,"In",330
2013,"In",321
2013,"In",188.5
2012,"In",155.4
2012,"In",249.24
2011,"In",12.71
2010,"In",418
2010,"In",255.03
2005,"In",157.44
2009,"In",208.06
2009,"Out",103.17
2008,"In",48.57
2014,"In",393.12
2011,"In",490.23
2013,"In",257.72
2013,"In",253.17
2009,"In",203.3
2014,"In",168.83
2013,"In",215.2
2004,"In",66
2011,"In",0
2011,"In",57.68
2011,"In",196.46
2007,"In",68.08
2012,"In",233.44
2012,"Out",18.9
2010,"In",102.83
2014,"In",191.65
2010,"In",149.38
2011,"In",206.2
2008,"Out",207.76
2013,"In",140.49
2012,"In",268.27
2013,"In",326.25
2011,"In",221.01
2011,"Out",188.43
2012,"In",223.67
2012,"In",22.68
2009,"In",81.75
2010,"In",306.1
2011,"In",332.4
2014,"In",324.8
2012,"In",199.44
2012,"In",252.94
2011,"In",202.44
2007,"Out",159.7
2012,"In",320
2002,"In",280
2014,"In",149
2011,"In",325.54
2013,"In",374.7
2013,"In",434.45
2014,"In",285.28
2012,"In",170.12
2013,"In",297
2014,"In",13
2008,"Out",178.8
2007,"In",119
2009,"Out",135
2014,"In",295.57
2013,"In",404.94
2011,"In",226.1
2012,"In",313.25
2011,"In",284.44
2011,"In",393
2011,"In",160.61
2013,"In",596.32
2011,"Out",262.58
2010,"In",82.6
2012,"In",169.94
2008,"In",173.4
2011,"In",51.27
2011,"In",249.43
2011,"In",226.18
2009,"In",239.04
2014,"Out",0
2011,"In",245.11
2009,"In",134
2011,"In",323.24
2009,"Out",117.23
2011,"In",289.96
2013,"In",280.78
2013,"In",134.46
2012,"In",205.37
2010,"Out",60
2009,"Out",46.84
2012,"In",30.13
2013,"In",93.47
2004,"In",92.73
2007,"In",236
2007,"In",238.02
2008,"In",98.85
2007,"Out",72.77
2007,"In",21.08
2007,"In",84.4
2011,"In",124
2010,"In",224.6
2001,"In",147
2014,"In",0
2007,"In",95.2
2008,"In",43.6
2012,"In",279.07
2009,"In",150.96
2013,"In",52.8
2008,"Out",96.97
2012,"Out",331
2009,"In",270
2012,"In",336.97
2011,"In",153.16
2012,"In",404.12
2013,"In",34.18
2014,"In",265.54
2014,"In",489.63
2011,"In",175.1
2010,"In",145.11
2014,"In",168.14
2010,"In",271.31
2012,"In",268.04
2014,"In",145.4
2012,"In",559.12
2010,"In",183.95
2010,"Out",136.3
2007,"In",111.48
2014,"In",252.93
2014,"In",116.6
2013,"In",197.1
2010,"In",154.83
2009,"In",510.8
2009,"In",152.64
2014,"In",0
2012,"In",11
2013,"In",231
2013,"In",425.71
2012,"In",289.46
2014,"In",495
2014,"In",132.2
2011,"In",272.28
2012,"In",183.28
2012,"In",130.8
2012,"In",117.1
2012,"In",251.43
2010,"In",198.96
2009,"In",99
2014,"In",348.89
2013,"In",455.54
2014,"In",174.64
2012,"In",219.4
2013,"In",21.42
2013,"In",137.06
2013,"Out",100.91
2011,"In",264.3
2013,"In",303
2013,"In",360.67
2008,"In",90
2007,"Out",113.8
2014,"In",246.47
2012,"In",411.55
2013,"In",424.88
2013,"In",197.38
2009,"Out",145.98
2009,"Out",40.57
2013,"In",257.25
2014,"In",291.53
2011,"In",193.2
2010,"In",192.21
2014,"In",58.7
2009,"In",187.41
2010,"In",192.09
2010,"In",149.67
2012,"In",201.65
2009,"In",138.97
2011,"In",272.52
2014,"In",157.8
2012,"In",294.83
2014,"In",306.09
2012,"In",35
2014,"In",507.94
2014,"In",440.3
2013,"In",309.12
2013,"In",475.28
2013,"In",199
2013,"In",281.62
2011,"In",270.3
2013,"In",163
2011,"In",66
2013,"In",410.5
2013,"In",147.89
2006,"In",139.2
2011,"In",182.08
2014,"In",82.7
2012,"Out",0
2013,"In",249.1
2014,"In",132.77
2011,"In",302.24
2010,"In",244.4
2007,"In",222.41
2011,"Out",365
2010,"In",298.16
2008,"In",170.85
2007,"In",0
2012,"In",195.24
2011,"In",387.33
2011,"In",282.74
2009,"In",138.24
2013,"In",470.25
2013,"In",236
2013,"In",327.82
2014,"In",427.41
NA,NA,NA
2008,"In",170.5
2012,"In",425
2010,"In",426.16
2007,"In",85.8
2010,"In",278.79
2013,"Out",50
2014,"Out",43
2014,"In",247.35
2007,"Out",161.3
2012,"In",46.2
2011,"In",107.71
2007,"In",87.82
2013,"Out",25
2011,"In",246.26
2011,"In",141.17
2009,"In",5
2010,"In",118.93
2010,"In",298.07
2012,"In",141.82
2009,"In",99.56
2010,"In",202.26
2011,"In",146.7
2011,"In",180.22
2010,"In",164.65
2013,"Out",0
2014,"In",266.39
2010,"In",124.91
2010,"In",141.29
2012,"In",290.91
NA,NA,NA
2012,"In",579.57
2012,"In",340.89
2010,"In",239.34
2012,"In",201.73
2007,"In",67.77
2012,"In",242.2
2012,"Out",0
2008,"In",172.5
2011,"In",479.24
2012,"In",466.84
2013,"In",436.5
2010,"In",196.74
2014,"In",93.85
2013,"In",119.29
2013,"In",194.44
2005,"In",432.4
2012,"In",4.3
2005,"In",314.9
2014,"In",46
2011,"In",342
2014,"In",122.4
2003,"Out",108
2013,"In",369.11
2012,"In",330.58
2013,"In",87.6
2014,"In",99.01
2003,"Out",83.16
2014,"In",244
2004,"In",141.9
2012,"In",296.36
2014,"In",267.85
2013,"In",430.73
2013,"In",382.87
2014,"In",271
2011,"In",175.5
2003,"In",187.2
2011,"In",171.6
2010,"In",211.72
2010,"In",141.78
2002,"In",93.92
2011,"In",124.46
2006,"In",465.6
2013,"In",617.8
2010,"In",85
2014,"Out",59.57
2011,"In",179.02
2006,"Out",286.35
2012,"In",240.2
2014,"In",337.35
2012,"In",161.32
2012,"In",267.24
2008,"In",92.64
2008,"In",352.9
2014,"In",147.6
2013,"In",127.59
2013,"In",276.32
2002,"In",69.7
2014,"In",10
2010,"In",196.14
2013,"In",345.7
2013,"In",126.54
2011,"In",245.7
2012,"In",118.3
2011,"In",127.38
2012,"In",99.2
2011,"In",242
2009,"Out",37.46
2004,"In",48.6
2004,"In",74.06
2010,"In",212.96
2004,"In",428.12
2014,"In",477.78
2011,"In",453.54
2006,"In",197.83
2012,"In",303.06
2013,"In",117.2
2013,"In",281.94
2008,"In",284.82
2012,"In",211
2014,"In",198.41
2009,"In",159.33
2006,"In",196.5
2009,"Out",174.01
2013,"In",292.72
2007,"In",185.64
2007,"Out",258.3
2006,"In",90.71
2009,"In",126.42
2012,"In",235.16
2012,"In",265.72
2013,"In",124.8
2013,"In",359.38
2011,"In",246.41
2010,"In",56.19
2014,"In",112.78
2010,"In",147.83
2013,"In",227.24
2010,"In",328.97
2012,"Out",0
2009,"Out",129.54
2012,"In",282.86
2012,"In",210
2012,"In",384.79
2011,"In",281
2011,"In",115.7
2014,"In",221.1
2012,"In",188.66
2014,"In",240.09
2010,"In",332.86
2013,"In",307.39
2006,"In",105.87
2007,"Out",89.54
2011,"In",365.13
2011,"In",235.76
2014,"In",291.31
2008,"In",211.3
2010,"In",209.71
2012,"In",157.9
2013,"In",448.24
2013,"In",62.58
2009,"In",105
2010,"In",181.72
2011,"In",307.56
2012,"Out",6.25
2010,"In",226.65
2012,"In",232.51
2012,"In",80.26
2012,"In",235.73
2013,"In",182.28
2009,"Out",153.17
2013,"In",151.24
2013,"In",479.87
2014,"In",329.68
2007,"In",116.44
2014,"Out",25
2014,"In",471.7
2011,"In",170.05
2012,"In",167.8
2012,"Out",200.59
2013,"In",316.42
2012,"In",95.48
2001,"In",49.6
2014,"Out",122.97
2014,"In",122.97
2012,"In",75.21
2011,"In",79.2
2013,"In",21.2
2013,"In",10.6
2012,"Out",6
2007,"Out",86.99
2011,"In",77.04
2010,"In",281.43
2011,"In",102.96
2012,"Out",23.8
2013,"In",60.18
2014,"In",17.82
2011,"In",5.24
2012,"In",21.33
2010,"In",98.58
2013,"Out",43.2
2012,"Out",3.75
2011,"In",185.34
2011,"In",237.6
2010,"In",167.99
2009,"In",46.27
2010,"Out",412.5
2009,"In",103.15
2010,"In",165.2
2008,"In",233.5
2008,"In",70.8
2006,"In",36.6
2014,"In",161.2
2008,"Out",56.84
2008,"In",82.5
2009,"In",121.95
2011,"In",23
2013,"In",66.1
2010,"In",76.46
2011,"In",12.95
2011,"In",77.28
2014,"In",141.6
2011,"In",310.4
2014,"In",178.81
2011,"In",295.2
2010,"In",215.97
2012,"In",126.68
2008,"In",169.65
2014,"In",95.49
2008,"Out",109.8
2014,"In",153.06
2013,"In",310.8
2013,"In",166.88
2014,"Out",0
2012,"In",152.1
2014,"In",175.67
2013,"In",223.13
2010,"In",212.1
2014,"In",339.6
2011,"In",204.63
2008,"Out",0
2012,"In",29.25
2012,"In",327.6
2014,"In",135.22
2006,"In",60.91
2013,"In",210
2012,"Out",135.6
2010,"In",260
2014,"In",346.37
2012,"In",231.52
2012,"In",266.86
2010,"In",215.6
2011,"In",240
2012,"In",33.1
2012,"In",79.4
2011,"Out",125.25
2011,"In",239.5
2013,"In",30.96
2013,"In",573.37
2009,"In",290.1
2013,"Out",34.8
2009,"In",54.08
2012,"In",404
2008,"In",263.26
2013,"In",305.4
2011,"In",232.64
2012,"Out",125.25
2008,"In",156.46
2012,"Out",232.75
2010,"In",314.45
2010,"In",126.9
2013,"In",16.52
2013,"In",286.21
2013,"In",171
2011,"In",254.2
2012,"In",483.2
2012,"In",23.78
2010,"In",119.6
2012,"In",157.7
2014,"In",37.63
2007,"In",0
2004,"In",81.65
2011,"In",32.44
2010,"In",0
2011,"In",154.6
2014,"In",278.17
2009,"Out",267.42
2010,"In",194.95
2013,"In",482.8
2012,"In",364.42
2009,"In",193.83
2012,"In",206.58
2010,"In",136.9
2010,"In",150.48
2012,"In",329.24
2013,"In",389.36
2012,"In",237.55
2014,"In",297.45
2013,"In",201.25
2010,"In",250.1
2010,"In",62
2008,"In",99.17
2010,"In",117.7
2013,"In",279.59
2009,"Out",78
2011,"In",148
2012,"In",266.4
2014,"Out",12
2011,"In",158.48
2008,"In",319.3
2012,"In",122.25
2012,"In",232.41
2003,"In",79.2
2013,"In",267.69
2010,"In",232.8
2011,"In",71.16
2012,"In",219.03
2009,"In",76.56
2009,"Out",194.43
2014,"In",253.08
2014,"In",218.66
2011,"In",206.59
2014,"In",39.13
2014,"In",5.81
2011,"Out",107.05
2010,"Out",29.64
2010,"Out",63
2013,"In",32.22
2014,"In",48.96
2011,"Out",184.2
2010,"In",33.93
2014,"In",46.8
2008,"In",220.8
2011,"Out",46.28
2014,"In",78.9
2013,"In",930.78
2012,"In",422.23
2011,"Out",151.32
2012,"In",6
2014,"In",24.3
2004,"In",19.42
2007,"Out",153.57
2014,"In",13.8
2014,"In",64.74
2001,"Out",24.85
2014,"In",25.92
2009,"Out",32.56
2013,"In",158.91
2011,"Out",18.62
2012,"In",6.15
2012,"In",14.78
2003,"Out",0
1997,"Out",45.65
2005,"Out",25.31
2013,"In",19.6
2012,"In",46.88
2009,"Out",13.3
2013,"In",13.33
2013,"In",26.44
2006,"Out",54.15
2005,"Out",30.6
2010,"Out",13.05
2014,"In",100.8
2008,"Out",62
2014,"In",61.08
2004,"Out",72.38
2009,"Out",8.25
2013,"In",25.34
2012,"In",98
2010,"In",39.6
2013,"In",280.35
2014,"In",49.6
2014,"In",42.54
2014,"In",44.12
2014,"In",3.3
2013,"In",10.3
2014,"In",7.36
2013,"In",8.8
2008,"In",9.87
2010,"In",36
2014,"In",47
2014,"Out",3.3
2014,"In",73.12
2006,"In",12.36
2010,"Out",37.62
2012,"In",81.77
2011,"In",99.08
2010,"Out",14
2009,"Out",34.77
2014,"In",11.28
2011,"Out",144.88
2012,"In",86.54
2012,"In",28.62
2009,"Out",25.3
2014,"In",184.97
2010,"In",82.5
2012,"In",42.6
2013,"In",152.13
2011,"In",44
2014,"In",170.52
2014,"Out",160.16
2013,"In",49.5
2010,"In",14.98
2014,"In",165
2014,"Out",264.42
2013,"In",229.57
2014,"In",96.84
2014,"In",144.3
2013,"In",201.24
2014,"In",245
2003,"In",25.2
2014,"In",313.78
2013,"In",21.84
2013,"Out",15.4
2008,"In",138.76
2011,"Out",96
2014,"In",40
2011,"In",100.68
2014,"In",144
1982,"Out",47.82
2014,"In",87.5
2007,"In",33
2013,"In",101.75
2011,"In",57
2010,"Out",50
2012,"In",32.4
2013,"In",62.73
2012,"Out",6
2012,"In",8.6
2012,"In",7
2013,"In",34.56
1996,"In",66.45
2012,"Out",47.83
2014,"In",30.96
2013,"In",72.09
2013,"In",54.21
2014,"Out",75
2013,"In",99
2014,"In",42.74
2013,"In",28
2014,"In",29.33
2013,"In",115.5
2003,"In",34
2010,"In",6
2008,"Out",93
2014,"In",18.35
2014,"Out",310.59
2012,"In",74.15
2012,"Out",8.7
2011,"In",36.36
2014,"In",27
2012,"In",33
2009,"In",52.8
2012,"In",156.2
2014,"In",50.4
2014,"In",41
2014,"In",20
2003,"Out",146.1
2014,"In",25.37
2013,"In",133.64
2003,"Out",67.93
2009,"In",59.73
2007,"Out",151.2
2011,"In",47
2014,"In",249.51
2007,"In",34.04
2012,"In",318.9
2010,"In",149.62
2012,"Out",85.74
2013,"In",58.6
2013,"In",53
2012,"Out",30.78
2010,"In",53.75
2013,"In",57.71
2013,"In",118.87
2013,"In",45.39
2014,"In",190.29
2012,"In",209.53
2012,"In",76.16
2008,"Out",85.95
2014,"In",91.64
2014,"In",39.01
2011,"Out",125.4
2012,"In",89.46
2012,"Out",0
2011,"Out",94.5
2007,"In",72.08
2010,"In",82.5
2011,"In",41.65
2008,"In",95.65
2013,"In",47.84
2012,"In",99.96
2006,"In",82.78
2000,"Out",108.16
1989,"Out",126.4
2013,"In",64.63
2011,"In",26
2014,"In",112.67
2010,"In",21.45
2011,"In",175.94
2011,"In",61.37
2012,"In",35.36
2014,"In",76.44
2014,"In",7.13
2011,"Out",0
2014,"In",60.8
2013,"In",212.33
2009,"Out",44.22
2012,"In",89.5
2013,"Out",23
2013,"In",66
2013,"In",26.4
2009,"In",33
2013,"In",102.66
2003,"In",11.04
2014,"In",11.28
2009,"In",68
2014,"Out",72.81
2008,"In",15.88
2014,"In",87.18
2009,"In",60.6
2012,"Out",33.03
2013,"In",80.5
2013,"In",44.2
2014,"In",19.04
2010,"In",39.52
2010,"Out",26
2008,"Out",9.24
2014,"In",98.01
2014,"Out",42
2003,"Out",82.5
2003,"Out",43.2
2002,"Out",0
2010,"In",325.11
2010,"In",325.11
2011,"In",92.4
2009,"Out",120
2013,"In",45.12
2011,"In",30
2011,"In",82.65
2010,"Out",9.9
2009,"In",32.7
2014,"In",23.97
2011,"Out",49.5
2014,"In",43.47
2013,"In",22.8
2012,"In",55.7
2014,"In",170.03
2008,"Out",0
2014,"In",97.45
2014,"In",19.63
2014,"In",55.71
2011,"In",19.14
2008,"Out",56.57
2010,"Out",40
2013,"Out",138.93
2009,"Out",46.6
2013,"Out",37.72
2010,"Out",30.24
2013,"In",180.96
2009,"Out",26.94
1993,"Out",36
2012,"Out",22.12
2013,"In",108.39
2012,"In",39.1
1964,"Out",0
2014,"Out",53.71
2004,"Out",0
2004,"Out",0
2014,"In",15.22
2014,"In",7.03
2014,"In",9.92
2014,"In",167.54
1993,"Out",0
2009,"Out",40.72
2012,"Out",53.3
2010,"In",37.8
2014,"Out",70
2014,"In",50.55
2009,"Out",25
2013,"Out",30.6
2013,"In",26.51
2011,"In",108.88
2012,"Out",57.2
2011,"In",59.5
2013,"In",77.1
2012,"In",25.19
2012,"In",8
2014,"In",35.23
1995,"Out",89
2014,"Out",4.8
2013,"In",87.62
2014,"In",0
2013,"In",57.85
2008,"Out",27.06
2011,"In",27.77
2005,"Out",10
2013,"Out",0
2012,"In",92.6
2010,"Out",88.11
2011,"In",114
2001,"In",148.36
2007,"Out",35.5
2012,"In",44.11
2011,"In",149
2010,"Out",17.01
2013,"In",94.75
2008,"Out",29.7
1997,"Out",75.39
2013,"In",76.78
2012,"In",157.63
2014,"In",45.63
1971,"In",42
2014,"In",34.55
2004,"Out",22.78
2013,"In",107.42
2011,"In",118.15
2011,"In",44.4
2003,"Out",0
2007,"Out",9
2012,"Out",0
2012,"Out",0
2012,"In",23.64
2014,"In",6
2014,"In",25.83
2011,"In",44.84
2010,"Out",33
2008,"Out",36.91
2007,"Out",80.66
2012,"In",15.84
2014,"In",67.16
2011,"Out",25.78
2010,"Out",78
1995,"Out",96.93
2014,"Out",38.94
2014,"In",69.62
2011,"In",33.54
2012,"Out",60.72
2011,"Out",42.55
2014,"In",6.6
2003,"Out",29.35
2000,"Out",25.9
2014,"In",271.61
2014,"In",24.58
2014,"In",100
2012,"In",25.85
2014,"In",52.73
2014,"In",80
2008,"Out",45.26
2004,"In",45
2014,"Out",33
2012,"In",30.36
2013,"In",13
2012,"Out",45.31
1979,"In",78.4
2011,"In",81.2
2001,"In",58.3
2014,"In",75.63
2011,"Out",170.3
2013,"In",48.36
2007,"Out",64.31
2001,"Out",111.47
2011,"Out",51.46
2013,"In",0
2014,"In",17.91
2012,"In",47.3
2014,"In",132.23
2014,"In",14.28
2004,"Out",122.8
2012,"In",49
2011,"Out",98
2013,"In",80.04
2009,"In",42.14
2005,"In",48
2012,"In",55.44
2014,"In",95
2012,"In",150.2
2014,"In",33
2003,"Out",29.07
2014,"In",42
2010,"In",100.83
2013,"Out",45.13
2011,"In",93.6
2012,"Out",34
1988,"In",115.53
2012,"In",83.46
2012,"Out",73.46
2013,"In",80.4
1990,"Out",0
2013,"In",111.69
2010,"In",83.2
2011,"Out",34
2013,"In",63.84
2014,"In",36
2014,"In",36.2
2013,"In",64.08
2006,"Out",0
2011,"In",54.4
2010,"Out",69.51
2003,"Out",68
2008,"In",140.6
2014,"In",91.3
2014,"In",61.68
2010,"Out",29.23
1992,"Out",51.62
2004,"Out",28.5
2011,"In",27.9
2013,"In",11.39
2014,"In",8.28
2014,"In",9
2012,"In",64.35
2004,"Out",52
2012,"In",26
2011,"In",3.3
2014,"In",33
2009,"Out",14.72
2007,"Out",71.66
2012,"Out",21
2012,"In",24.79
2009,"Out",16.45
2014,"Out",218.49
2002,"Out",30.42
2011,"Out",93.7
2013,"In",47.5
2013,"In",104.81
2014,"In",46.99
2014,"In",39.36
2013,"In",45.43
2010,"Out",42.9
2013,"Out",92.42
2013,"In",192.92
2003,"Out",20
2007,"Out",148.5
2006,"Out",224
2012,"In",28.34
2007,"Out",26
2003,"Out",90.44
2014,"In",25.61
2012,"Out",51.38
2011,"Out",9.8
2013,"In",34.69
2010,"In",36.46
2001,"Out",12
2011,"In",75.97
2004,"Out",0
2009,"In",60
2012,"Out",0
2012,"In",147.64
2009,"In",26.1
2014,"In",24.65
2010,"Out",63.2
2014,"In",32.3
2010,"Out",28.35
2013,"Out",0
2009,"In",20.52
2009,"Out",126.24
2006,"Out",124.33
2014,"In",171.32
2013,"In",39.58
2012,"In",46.36
2012,"Out",14.04
2010,"Out",45.68
2012,"In",43.32
2011,"Out",33
2014,"In",24.18
2012,"Out",20
2014,"In",36.48
2014,"In",124.01
2011,"In",63.6
2011,"In",19.8
2012,"In",72.52
2014,"In",21.88
2012,"Out",41.36
2011,"Out",93.26
2014,"In",5.52
2013,"In",87.5
2010,"In",37.97
2014,"In",24.58
2011,"Out",22.06
2014,"In",81.71
2006,"In",98.1
2014,"In",43.2
2012,"In",12.47
2012,"In",10.58
2014,"In",76.65
2013,"Out",150.21
2014,"In",195.84
2014,"In",70.59
2013,"In",80.1
2003,"In",55.44
1997,"Out",150.1
2010,"In",145.92
2009,"Out",19.8
2014,"In",159.26
2013,"In",91.97
2005,"In",81.61
2013,"In",34.82
2011,"In",30
2012,"Out",3.3
2010,"Out",10.81
2013,"In",23.21
2014,"In",37.75
2012,"Out",49.61
2012,"In",63
2008,"In",83.61
2008,"Out",29
2014,"Out",25.16
2013,"In",10.4
2008,"In",53.08
2011,"In",59.7
2014,"In",54.18
2014,"In",268.33
2007,"In",304.23
2011,"Out",76.41
2011,"In",33
2014,"In",11.92
2003,"In",62.7
2003,"In",19.8
2011,"In",32.6
2010,"In",85.95
2002,"Out",0
2011,"Out",45.26
2014,"In",27.84
2009,"In",40.7
2011,"Out",36.12
2014,"In",10
2010,"Out",98.5
2014,"In",37.69
2014,"In",26.27
2003,"In",22.48
2014,"In",142.7
2013,"In",26
2013,"In",44.53
2001,"Out",30
2009,"In",121.75
2011,"In",250.71
2006,"Out",27
2014,"In",93.71
2010,"In",83.33
2009,"In",31.13
2006,"Out",43.96
2010,"Out",17.1
2014,"In",90.18
2009,"Out",128.84
2014,"In",24.73
2014,"In",83.59
2014,"In",12
2014,"In",66.1
2012,"Out",8.55
2012,"Out",0
2014,"In",42.9
2011,"In",542.96
2012,"In",102.75
2014,"Out",18.93
2014,"In",25.4
2012,"In",43.76
2013,"In",25.2
2012,"In",33.26
2014,"In",33
2014,"In",15.89
2012,"Out",77.08
2012,"In",109.69
1987,"Out",0
2001,"Out",94
2011,"Out",73.32
2011,"In",7.8
2012,"In",39.6
2004,"Out",256.82
2013,"In",45.96
2014,"In",85.55
2013,"In",32.44
2014,"In",80.2
2013,"In",92.56
2011,"Out",53.86
2011,"Out",61.6
2014,"In",130
2008,"In",6.61
2012,"In",169.9
2010,"Out",23.17
2011,"Out",26.14
2011,"In",77
2013,"In",111.4
2011,"Out",39.24
2014,"Out",59
2014,"In",45.88
2013,"In",194.38
2010,"Out",27
2014,"Out",90
2013,"In",74.94
2013,"In",103.36
2011,"Out",33.6
2013,"In",117.87
2012,"In",170.15
2014,"In",129
2014,"In",174.17
2013,"In",96.2
2013,"In",119.62
2011,"In",99.2
2013,"Out",49
2014,"In",60.54
2014,"In",18.83
2002,"Out",22.28
2014,"Out",30
2014,"Out",79.2
2014,"In",76
2012,"In",94.6
2013,"In",21
2014,"In",69.1
2013,"In",63.77
2012,"In",45.4
2014,"In",26.97
2011,"In",35.7
2013,"In",33.38
2012,"In",27
2012,"Out",29.46
2013,"In",50
2014,"In",34.5
2012,"Out",38.55
2010,"In",36.12
2014,"In",32.9
2014,"In",41.94
2014,"In",99
2014,"In",26.5
2008,"Out",22.5
2009,"In",49.5
2011,"In",16.5
2014,"In",80.97
2014,"Out",23.6
2012,"In",114.49
2012,"Out",40
2014,"In",42.42
2008,"In",52.3
2009,"Out",41.4
2008,"Out",46.36
2006,"Out",47.68
2012,"Out",39.9
2013,"In",86.4
2014,"In",238.14
2014,"In",56.34
2010,"In",25.13
2004,"Out",9.25
2002,"In",37.95
1990,"Out",89.64
2011,"Out",149.05
2009,"In",74.5
2012,"In",34.5
2014,"In",118.07
2014,"In",143.22
2014,"In",124.67
2014,"In",135
2013,"Out",289.6
2014,"In",112.2
2014,"In",191.87
2008,"In",127.3
2014,"In",195.41
2004,"Out",22.05
2012,"In",96.41
2014,"In",53.93
2002,"Out",94.25
2006,"In",86.9
2013,"Out",48.48
2008,"Out",56.25
2012,"Out",42.48
2014,"In",85.02
2006,"Out",25.58
1995,"Out",86.74
2012,"In",221.45
2010,"In",33.39
2008,"In",236.95
2012,"Out",126.64
2012,"In",26.74
2012,"In",52.86
2011,"Out",0
2014,"In",28.87
2011,"In",66
2010,"In",21
2003,"Out",72.6
2008,"In",21.47
2014,"In",66
2013,"Out",16.6
2001,"Out",111.84
2013,"In",115.32
2013,"In",113.7
2014,"Out",60
1995,"In",105.29
2005,"Out",55
2013,"In",26.4
2012,"In",5.88
2009,"Out",10.96
2014,"In",24.3
2011,"In",12
2014,"In",180.89
2014,"In",32.98
2012,"In",25.37
1992,"In",66
2012,"Out",99.19
1986,"Out",94.01
2008,"Out",84.87
2014,"Out",0
2013,"In",67.13
2003,"Out",16.5
2013,"In",15.84
2009,"Out",49
2007,"Out",50.92
2013,"In",29.88
2014,"In",56.59
2009,"Out",27.2
2010,"Out",0
2010,"In",167.91
2014,"In",181.27
2014,"In",157.76
2007,"Out",58.37
2007,"Out",75.9
2012,"In",18.9
2003,"In",37.4
1992,"Out",185.05
2011,"In",30
2014,"In",39.02
2009,"In",34.97
2010,"In",34.6
2007,"Out",60.06
2013,"Out",152.6
2013,"In",61.2
2012,"In",31.06
2014,"In",40.58
2014,"In",69
2014,"In",37.2
2003,"In",20.64
1987,"In",0
2005,"In",23.76
2012,"In",14
2013,"In",19.27
